string_0,string_1,number_0,number_1,number_2,number_3,number_4,number_5,target,is_test,line_id
Хабаровск,Wednesday,758906.0,589.735139830562,737904.0,32403.0,54081.0,7,5.958,0,12304
Нижний Новгород,Wednesday,5290.0,3.0399866466328,4217.0,681.0,3210.0,5,0.9,0,12305
Москва,Wednesday,33337.0,22.8949896044692,30164.0,2712.0,5325.0,8,0.97,0,12306
Хабаровск,Wednesday,2344499.0,1542.32580238651,,109672.0,,4,4.82,0,12307
Нижний Новгород,Monday,389701.0,322.010537433452,520159.0,20796.0,39398.0,5,0.848,0,12310
Новосибирск,Wednesday,291688.0,196.278742304013,303509.0,14811.0,39085.0,6,4.746,0,12312
Нижний Новгород,Friday,780069.0,566.763008940892,848770.0,38513.0,58043.0,4,3.051,0,12313
Санкт-Петербург,Tuesday,36966.0,28.717852913493,38729.0,2758.0,5447.0,5,0.961,0,12314
Москва,Saturday,0.0,0.0,0.0,0.0,0.0,1,3.958,0,12316
Нижний Новгород,Monday,383625.0,317.502458213088,,20324.0,,4,0.865,0,12318
Москва,Thursday,22820.0,12.9841300770268,19541.0,2201.0,3660.0,8,1.849,0,12319
Самара,Friday,178973.0,123.832336483334,,9841.0,,4,3.269,0,12321
Санкт-Петербург,Tuesday,13577.0,9.68366196039484,12135.0,1911.0,4214.0,5,0.949,0,12323
Москва,Tuesday,2455.0,1.92059836817447,2772.0,591.0,1150.0,6,0.758,0,12324
Новосибирск,Tuesday,355834.0,315.754100511712,,17451.0,,4,0.875,0,12326
Москва,Thursday,511662.0,459.053262011348,602931.0,21229.0,51791.0,5,2.008,0,12327
Москва,Friday,49523.0,36.5694527369263,43699.0,3601.0,7786.0,11,2.949,0,12329
Екатеринбург,Tuesday,21899.0,15.7449026502417,,1730.0,,6,0.799,0,12331
Хабаровск,Monday,3121686.0,2202.18045883206,3341171.0,144350.0,265119.0,7,1.676,0,12333
Хабаровск,Wednesday,2107432.0,1421.51641495926,2372723.0,90858.0,210147.0,4,5.642,0,12334
Москва,Wednesday,1271215.0,987.225979435423,,58868.0,,8,4.844,0,12335
Санкт-Петербург,Friday,33102.0,27.9380308027355,32467.0,2983.0,5568.0,4,3.96,0,12336
Самара,Thursday,22409.0,18.1156536494835,25588.0,2605.0,5026.0,5,1.581,0,12337
Москва,Thursday,23266.0,14.3809763374848,25531.0,2115.0,4353.0,22,2.648,0,12338
Нижний Новгород,Monday,631277.0,523.521653391719,,31022.0,,4,1.887,0,12339
Нижний Новгород,Monday,7860.0,6.26666571442991,7790.0,1187.0,3868.0,4,1.025,0,12342
Нижний Новгород,Friday,389307.0,320.605790091654,,20681.0,,4,2.936,0,12343
Москва,Monday,211588.0,189.105199727228,,9965.0,,18,1.36,0,12346
Екатеринбург,Monday,429746.0,308.810809532334,390474.0,20544.0,37412.0,4,3.803,0,12349
Санкт-Петербург,Thursday,16312.0,11.2617972310963,16307.0,1965.0,4712.0,5,1.702,0,12351
Москва,Wednesday,23828.0,13.1636278008564,16544.0,2366.0,3090.0,7,0.694,0,12352
Екатеринбург,Friday,1128865.0,879.673296621941,,53257.0,,5,3.11,0,12353
Москва,Wednesday,32525.0,17.7162475587974,20448.0,2778.0,5736.0,7,0.968,0,12354
Екатеринбург,Tuesday,350582.0,306.663415180894,391176.0,15314.0,30119.0,5,2.793,0,12355
Москва,Wednesday,7024.0,4.49055958119978,5755.0,864.0,2342.0,9,1.111,0,12356
Новосибирск,Tuesday,256538.0,202.988802418785,319062.0,13130.0,25434.0,6,0.893,0,12357
Самара,Wednesday,239413.0,173.032179349164,,13558.0,,5,4.18,0,12358
Москва,Thursday,517391.0,465.162945597199,597540.0,22030.0,28144.0,6,2.315,0,12359
Екатеринбург,Monday,51317.0,44.4367187709223,190872.0,3709.0,29777.0,3,1.508,0,12361
Москва,Wednesday,6967.0,6.70572744112457,7571.0,768.0,2336.0,10,1.247,0,12362
Москва,Wednesday,14839.0,11.0911210603818,15621.0,1743.0,2863.0,20,0.797,0,12363
Москва,Friday,195255.0,180.762253904308,202712.0,10899.0,15369.0,5,2.491,0,12364
Нижний Новгород,Monday,381866.0,316.516610101655,,20025.0,,4,0.99,0,12365
Новосибирск,Monday,789258.0,629.17765867258,767306.0,39179.0,66077.0,5,1.083,0,12368
Москва,Friday,19739.0,7.72805711751848,9697.0,1472.0,3132.0,5,2.812,0,12369
Нижний Новгород,Tuesday,783369.0,569.823276465729,887103.0,38841.0,82289.0,6,2.065,0,12370
Санкт-Петербург,Monday,10106.0,8.0850573004802,10245.0,1537.0,3367.0,5,0.971,0,12371
Москва,Friday,15117.0,7.91789911627446,13629.0,1441.0,3489.0,5,2.845,0,12373
Москва,Tuesday,31788.0,23.0997357942844,28485.0,2308.0,5682.0,7,0.985,0,12374
Москва,Monday,25286.0,16.0194576188984,24511.0,2417.0,4725.0,11,0.917,0,12376
Москва,Thursday,78855.0,69.679051931945,75641.0,4566.0,8923.0,4,1.661,0,12377
Нижний Новгород,Wednesday,866525.0,609.873750698426,,42580.0,,5,5.946,0,12378
Нижний Новгород,Tuesday,232027.0,195.842842213778,,12324.0,,6,0.788,0,12379
Екатеринбург,Tuesday,329371.0,303.365592398163,332601.0,17078.0,25907.0,5,0.996,0,12381
Москва,Thursday,979376.0,913.233758287716,1085958.0,43749.0,73854.0,4,3.871,0,12382
Екатеринбург,Thursday,1870429.0,1331.64402288445,,90800.0,,5,3.812,0,12383
Самара,Monday,239338.0,172.842376212055,,13491.0,,7,2.285,0,12385
Москва,Friday,524817.0,464.798905396021,597178.0,21930.0,27869.0,5,2.92,0,12388
Самара,Wednesday,226798.0,169.095068777183,,12705.0,,6,3.801,0,12390
Хабаровск,Monday,2136407.0,1351.94703277466,2471290.0,94194.0,218597.0,11,8.384,0,12391
Москва,Wednesday,978354.0,912.2580243155,1084087.0,43650.0,73061.0,6,3.173,0,12394
Москва,Friday,137162.0,121.217391209501,142210.0,7584.0,10962.0,5,2.356,0,12395
Москва,Monday,13549.0,10.4453362377008,13731.0,1665.0,3610.0,14,0.925,0,12396
Екатеринбург,Monday,952866.0,824.259794498523,898699.0,45372.0,52826.0,6,1.904,0,12397
Москва,Friday,16996.0,11.9997205562141,14217.0,1763.0,2605.0,6,2.826,0,12398
Москва,Wednesday,971725.0,910.46230906959,1075229.0,43289.0,70280.0,6,2.759,0,12399
Москва,Thursday,17404.0,9.36442203805058,19486.0,1583.0,3750.0,5,1.457,0,12400
Москва,Thursday,986269.0,802.234522770631,,47868.0,,14,8.048,0,12402
Москва,Friday,189897.0,163.681752731066,198347.0,10577.0,15741.0,9,2.645,0,12403
Нижний Новгород,Tuesday,389307.0,320.605790091654,,20681.0,,6,0.811,0,12405
Новосибирск,Tuesday,63094.0,51.0538149931763,65803.0,4577.0,10731.0,5,0.916,0,12406
Москва,Tuesday,41221.0,23.6087207414081,28119.0,3187.0,5491.0,12,0.832,0,12409
Москва,Friday,142429.0,117.295148563688,,8167.0,,4,2.904,0,12410
Москва,Tuesday,37978.0,27.7531629530071,,2946.0,,8,0.793,0,12413
Москва,Friday,89466.0,66.60939569507,,5880.0,,6,3.309,0,12414
Хабаровск,Wednesday,3117008.0,2205.99620155237,3333206.0,143793.0,262302.0,6,2.847,0,12415
Екатеринбург,Tuesday,1342612.0,1023.22208315342,1248069.0,63533.0,93366.0,10,2.037,0,12416
Екатеринбург,Monday,589149.0,483.632362759853,,28152.0,,6,4.238,0,12417
Москва,Friday,4581.0,3.47254166702752,6249.0,802.0,1959.0,6,2.421,0,12418
Нижний Новгород,Tuesday,246307.0,225.673866372967,266660.0,12400.0,30571.0,6,0.81,0,12419
Нижний Новгород,Monday,6722.0,4.74174940516521,6752.0,971.0,2631.0,4,0.834,0,12420
Екатеринбург,Wednesday,519259.0,371.668055788855,777368.0,27182.0,69128.0,5,1.169,0,12421
Екатеринбург,Friday,48939.0,40.1026443005316,,3679.0,,5,4.905,0,12422
Москва,Thursday,27349.0,13.1666326558689,15709.0,2072.0,3404.0,7,2.077,0,12423
Екатеринбург,Monday,1124495.0,878.47780239649,,52646.0,,5,1.857,0,12424
Москва,Friday,728217.0,645.527454166461,826199.0,34786.0,61162.0,8,6.687,0,12425
Нижний Новгород,Friday,634647.0,524.034330587055,,31212.0,,4,3.038,0,12426
Ростов-на-Дону,Monday,761963.0,638.884532869718,828341.0,37112.0,57638.0,4,4.666,0,12427
Хабаровск,Monday,2670656.0,1977.61450069408,2897495.0,119188.0,234646.0,10,3.39,0,12429
Новосибирск,Monday,788513.0,628.054052389855,770410.0,39040.0,69329.0,5,1.2,0,12431
Екатеринбург,Friday,660090.0,488.533876687881,,32788.0,,4,3.977,0,12432
Екатеринбург,Wednesday,7848.0,6.46314823684149,7610.0,1074.0,1978.0,5,0.896,0,12433
Москва,Friday,270199.0,249.514895273846,290897.0,13889.0,20234.0,10,2.558,0,12435
Нижний Новгород,Thursday,387551.0,320.484832199196,520174.0,20723.0,42903.0,5,1.519,0,12436
Хабаровск,Wednesday,730636.0,620.956656388842,808965.0,33860.0,53642.0,4,3.157,0,12437
Самара,Thursday,248609.0,175.064042245211,,14366.0,,5,4.224,0,12438
Екатеринбург,Wednesday,202649.0,183.671591037656,276543.0,9806.0,35292.0,6,0.857,0,12440
Нижний Новгород,Tuesday,781490.0,567.600921275341,887289.0,38609.0,82726.0,6,1.846,0,12441
Санкт-Петербург,Monday,10213.0,8.11826650823339,10709.0,1531.0,3692.0,5,0.906,0,12442
Москва,Thursday,19763.0,10.0843807825872,13832.0,1796.0,2793.0,7,1.566,0,12444
Екатеринбург,Wednesday,6104.0,4.91219304853651,7031.0,818.0,2791.0,3,0.796,0,12447
Ростов-на-Дону,Thursday,286742.0,255.391736294526,302664.0,13079.0,26400.0,5,1.515,0,12448
Нижний Новгород,Thursday,12297.0,8.67792281664886,12511.0,1444.0,5078.0,5,1.641,0,12450
Хабаровск,Wednesday,3122380.0,2202.7530318311,3340153.0,144500.0,265326.0,5,3.088,0,12452
Москва,Tuesday,29408.0,20.8667619690834,12590.0,2149.0,2598.0,8,0.952,0,12453
Ростов-на-Дону,Thursday,351960.0,303.63269888264,370595.0,17580.0,30725.0,5,1.612,0,12455
Москва,Friday,197011.0,163.949095880758,198279.0,10455.0,16012.0,3,2.863,0,12456
Москва,Wednesday,26970.0,18.0226195513529,26160.0,2633.0,4086.0,5,1.715,0,12459
Москва,Tuesday,387491.0,331.463816172823,416642.0,21134.0,41756.0,13,4.196,0,12460
Нижний Новгород,Thursday,1788903.0,1296.20261150879,,91844.0,,5,3.876,0,12462
Москва,Monday,381193.0,338.285238038778,,17302.0,,5,1.575,0,12464
Москва,Wednesday,194302.0,163.922318688912,197787.0,10392.0,15734.0,5,0.968,0,12465
Екатеринбург,Wednesday,502021.0,367.501384522479,736263.0,26372.0,76668.0,5,1.077,0,12466
Москва,Monday,32216.0,18.2271685267347,24155.0,2600.0,4264.0,12,1.002,0,12467
Екатеринбург,Thursday,5376.0,4.11795480998085,6319.0,900.0,2365.0,5,1.467,0,12468
Екатеринбург,Friday,510270.0,370.932931001758,742630.0,26352.0,68150.0,4,3.135,0,12469
Екатеринбург,Wednesday,378552.0,305.421175030235,402882.0,18086.0,34518.0,5,0.834,0,12470
Хабаровск,Wednesday,401151.0,267.325027133367,394113.0,19308.0,39450.0,5,1.695,0,12471
Ростов-на-Дону,Tuesday,522329.0,435.604107727836,,23884.0,,6,2.072,0,12472
Новосибирск,Thursday,233619.0,196.754708447884,236534.0,12667.0,23574.0,8,1.634,0,12473
Москва,Tuesday,1237665.0,991.007736861631,,57414.0,,8,1.627,0,12476
Нижний Новгород,Monday,496312.0,344.176636415515,384463.0,25186.0,25549.0,2,2.967,0,12478
Москва,Monday,203951.0,185.120439069857,209419.0,11315.0,17623.0,8,0.582,0,12479
Екатеринбург,Tuesday,1342422.0,1021.22407767029,,63542.0,,5,2.091,0,12480
Москва,Wednesday,24001.0,9.74041465337159,14646.0,1994.0,2577.0,12,1.094,0,12481
Москва,Wednesday,49893.0,49.1039607740279,67901.0,3893.0,6985.0,9,0.98,0,12482
Москва,Thursday,21937.0,13.6537127470254,21649.0,2080.0,4368.0,8,1.908,0,12485
Ростов-на-Дону,Friday,3987.0,2.0669107085177,4096.0,717.0,1971.0,5,2.786,0,12486
Новосибирск,Friday,1000824.0,637.541551791807,,48946.0,,5,5.794,0,12487
Санкт-Петербург,Friday,966818.0,826.992158380319,1769131.0,46946.0,130892.0,4,2.987,0,12488
Самара,Wednesday,101854.0,73.8836998951082,,5927.0,,5,1.005,0,12490
Москва,Wednesday,516931.0,461.827220108754,607441.0,21352.0,31014.0,7,2.219,0,12492
Москва,Wednesday,7110.0,5.2231625217486,7962.0,1072.0,2428.0,11,1.183,0,12494
Новосибирск,Tuesday,789740.0,627.988982371215,769288.0,39202.0,68291.0,4,0.88,0,12495
Москва,Thursday,197728.0,164.605638910062,198600.0,10489.0,16062.0,4,1.728,0,12496
Москва,Friday,14407.0,9.00301220338822,11955.0,1521.0,2531.0,6,2.887,0,12497
Нижний Новгород,Monday,15069.0,10.9163755342226,17498.0,1738.0,6391.0,4,0.857,0,12500
Москва,Wednesday,67154.0,43.2653990484746,51306.0,4026.0,7980.0,7,0.919,0,12502
Санкт-Петербург,Wednesday,1337557.0,1012.06363383783,1420377.0,58817.0,126415.0,9,2.416,0,12505
Екатеринбург,Thursday,212241.0,193.723746722523,255004.0,10623.0,32847.0,5,1.444,0,12507
Самара,Tuesday,148933.0,118.030848127668,,8095.0,,5,3.764,0,12508
Санкт-Петербург,Wednesday,415714.0,371.278021071463,,19476.0,,5,2.319,0,12509
Нижний Новгород,Wednesday,11042.0,6.5618433807452,11505.0,1343.0,4366.0,5,1.018,0,12511
Москва,Monday,965800.0,904.960006712636,1080036.0,42660.0,71431.0,5,1.989,0,12513
Санкт-Петербург,Monday,30785.0,23.4769705951499,27422.0,2635.0,3780.0,5,1.014,0,12514
Москва,Tuesday,41133.0,33.5628697016216,45644.0,3817.0,6671.0,7,0.869,0,12515
Хабаровск,Monday,2982776.0,1830.43449781824,2608922.0,182565.0,221717.0,2,12.495,0,12516
Нижний Новгород,Wednesday,834679.0,614.427155127885,,40570.0,,5,5.287,0,12517
Ростов-на-Дону,Tuesday,695408.0,607.726295717026,706024.0,32716.0,45886.0,6,1.891,0,12518
Хабаровск,Friday,2099635.0,1573.98239503361,2324438.0,89171.0,174124.0,6,4.043,0,12519
Екатеринбург,Wednesday,626293.0,464.835767158608,,30992.0,,4,3.362,0,12520
Нижний Новгород,Tuesday,329805.0,239.198707936579,,17729.0,,6,0.804,0,12521
Москва,Tuesday,399920.0,366.328429731839,403247.0,18596.0,30724.0,14,3.636,0,12523
Екатеринбург,Monday,4373.0,2.34563677489313,3046.0,709.0,2895.0,6,0.808,0,12524
Хабаровск,Friday,3863.0,2.42025483585809,3173.0,752.0,3417.0,7,2.715,0,12526
Ростов-на-Дону,Thursday,44791.0,28.546194173027,,3331.0,,5,1.513,0,12527
Екатеринбург,Monday,509983.0,368.053216836266,772651.0,26431.0,68024.0,7,1.251,0,12528
Москва,Thursday,109485.0,99.1224168156283,116263.0,6499.0,10881.0,4,1.682,0,12530
Екатеринбург,Monday,512195.0,398.928538009296,1101625.0,23083.0,115207.0,7,2.851,0,12531
Москва,Friday,2456.0,1.64737395964372,2126.0,614.0,1519.0,3,2.86,0,12533
Москва,Thursday,3962.0,3.15244728777042,5241.0,746.0,2443.0,5,1.349,0,12534
Самара,Wednesday,148933.0,118.030848127668,,8095.0,,6,3.823,0,12535
Москва,Tuesday,189203.0,171.641173528648,200618.0,9224.0,10925.0,5,0.888,0,12536
Самара,Wednesday,411338.0,364.969444274442,438600.0,19477.0,34595.0,5,2.154,0,12537
Москва,Tuesday,246995.0,219.428710948499,260819.0,11289.0,37166.0,5,3.398,0,12539
Москва,Monday,22363.0,11.7156591710621,18963.0,1920.0,3519.0,13,0.879,0,12542
Нижний Новгород,Monday,634797.0,523.277579369311,,31217.0,,4,1.945,0,12543
Москва,Wednesday,67534.0,42.3359805122557,48281.0,4092.0,7238.0,8,0.932,0,12544
Ростов-на-Дону,Tuesday,176168.0,161.237284107605,176703.0,8967.0,14272.0,6,3.335,0,12545
Хабаровск,Tuesday,754506.0,645.348627795171,839876.0,35097.0,54993.0,7,2.565,0,12546
Москва,Friday,18036.0,11.9313169610297,19009.0,1691.0,3370.0,9,2.861,0,12547
Новосибирск,Thursday,240459.0,217.194495088836,,11814.0,,4,3.773,0,12548
Екатеринбург,Wednesday,173273.0,134.643021789588,199329.0,9044.0,31487.0,5,3.334,0,12550
Москва,Tuesday,24876.0,16.9470050146782,23382.0,2617.0,4426.0,6,0.843,0,12551
Хабаровск,Friday,2655505.0,1967.56021120387,,117385.0,,5,3.626,0,12553
Санкт-Петербург,Wednesday,1337557.0,1012.06363383783,1420377.0,58817.0,126415.0,1,2.17,0,12554
Москва,Tuesday,288427.0,231.716237934924,,13354.0,,5,1.792,0,12555
Хабаровск,Friday,7394914.0,5362.3299679879,7593682.0,344997.0,484885.0,4,13.54,0,12556
Екатеринбург,Thursday,385813.0,307.059220923353,402257.0,18288.0,33590.0,5,1.422,0,12558
Самара,Monday,79819.0,73.3510042276659,,4448.0,,10,3.015,0,12560
Санкт-Петербург,Friday,25042.0,20.0797615269536,26580.0,2198.0,5133.0,4,3.999,0,12561
Москва,Monday,1238742.0,977.6016195108,1272847.0,53458.0,91289.0,6,3.171,0,12563
Москва,Monday,358415.0,308.546777017056,387508.0,19914.0,39170.0,7,3.066,0,12564
Самара,Monday,412834.0,366.544656658484,438243.0,19805.0,34245.0,6,1.061,0,12567
Екатеринбург,Wednesday,326545.0,302.574913345758,334480.0,16647.0,27242.0,5,0.975,0,12569
Новосибирск,Tuesday,795822.0,635.318325885381,,39659.0,,4,0.924,0,12570
Москва,Tuesday,28676.0,19.5007292857478,26808.0,2723.0,4583.0,7,0.931,0,12571
Москва,Thursday,198043.0,183.977363402214,208763.0,11252.0,15231.0,5,1.364,0,12572
Самара,Wednesday,227325.0,169.705807999633,,12753.0,,6,3.749,0,12573
Хабаровск,Friday,3119948.0,2203.79008927009,3334991.0,144185.0,263314.0,4,3.164,0,12574
Екатеринбург,Monday,625090.0,463.84075150444,,30838.0,,5,1.899,0,12577
Санкт-Петербург,Monday,8001.0,5.8845555531855,9227.0,1284.0,3286.0,5,0.946,0,12578
Ростов-на-Дону,Wednesday,910777.0,777.21086940121,,45506.0,,4,3.436,0,12579
Хабаровск,Monday,1806947.0,1290.35938612176,1951742.0,81668.0,162328.0,6,7.204,0,12580
Ростов-на-Дону,Thursday,239081.0,186.605075067251,254772.0,12219.0,18526.0,10,1.841,0,12581
Новосибирск,Monday,796716.0,636.810651789541,,39737.0,,5,1.176,0,12582
Нижний Новгород,Friday,235104.0,220.139536388787,267832.0,12109.0,31162.0,4,2.971,0,12583
Нижний Новгород,Wednesday,783369.0,569.823276465729,887103.0,38841.0,82289.0,5,2.569,0,12584
Новосибирск,Friday,897755.0,567.51954508099,1043214.0,44062.0,87840.0,5,2.991,0,12585
Новосибирск,Wednesday,251642.0,199.203562426275,315301.0,12329.0,24789.0,6,1.095,0,12586
Самара,Friday,427125.0,348.125864797696,,21216.0,,4,4.033,0,12588
Москва,Monday,33337.0,22.8949896044692,30164.0,2712.0,5325.0,8,0.629,0,12589
Ростов-на-Дону,Tuesday,350764.0,302.480205800703,370650.0,17378.0,31228.0,6,0.863,0,12590
Екатеринбург,Wednesday,358301.0,290.557164881375,386276.0,17534.0,28317.0,5,0.823,0,12591
Нижний Новгород,Tuesday,970831.0,714.748080903981,,46466.0,,6,1.77,0,12592
Москва,Monday,32580.0,19.688178011988,27126.0,2817.0,3998.0,11,0.945,0,12593
Москва,Wednesday,44785.0,25.0298393287941,30773.0,3111.0,5339.0,8,0.945,0,12594
Москва,Monday,66872.0,40.2918832928625,46372.0,4025.0,6867.0,16,1.028,0,12595
Екатеринбург,Friday,4364.0,3.88093406389734,4869.0,957.0,2075.0,6,2.858,0,12596
Екатеринбург,Friday,210386.0,191.621868886466,260271.0,10407.0,35057.0,4,3.803,0,12598
Нижний Новгород,Thursday,357175.0,319.044736290689,411867.0,17720.0,32399.0,5,5.295,0,12601
Ростов-на-Дону,Monday,701818.0,599.225138880047,733767.0,32956.0,51136.0,4,3.008,0,12604
Москва,Thursday,459843.0,416.233217797397,475101.0,21176.0,36914.0,6,1.363,0,12605
Москва,Wednesday,30907.0,22.1338134344502,26648.0,2152.0,4334.0,5,1.009,0,12606
Хабаровск,Tuesday,4440.0,3.15673868282257,4663.0,800.0,4664.0,7,0.671,0,12607
Новосибирск,Monday,256606.0,203.246598707301,319747.0,13112.0,25525.0,5,1.061,0,12608
Москва,Tuesday,467962.0,406.528056503339,500049.0,22854.0,38797.0,7,0.868,0,12609
Хабаровск,Wednesday,,2356.84428145583,,,,3,12.429,0,12610
Екатеринбург,Monday,1113380.0,795.405794839353,,51227.0,,5,5.291,0,12611
Ростов-на-Дону,Wednesday,165019.0,119.396803881975,190619.0,8613.0,13573.0,5,1.676,0,12613
Екатеринбург,Thursday,1130019.0,881.327124344629,,53347.0,,5,3.907,0,12614
Екатеринбург,Wednesday,375436.0,261.546486787371,,20020.0,,5,4.987,0,12615
Хабаровск,Friday,917507.0,600.74015773421,,79677.0,,6,4.011,0,12617
Санкт-Петербург,Friday,52912.0,43.3348474635706,51738.0,3593.0,5771.0,3,3.023,0,12618
Новосибирск,Monday,1000824.0,637.541551791807,,48946.0,,6,6.511,0,12620
Самара,Monday,429770.0,344.907717850934,457529.0,23446.0,40829.0,11,1.929,0,12622
Москва,Wednesday,16726.0,14.6892780885454,20506.0,1786.0,3920.0,12,1.19,0,12625
Ростов-на-Дону,Tuesday,430877.0,384.48100281024,,20287.0,,6,1.142,0,12626
Хабаровск,Tuesday,3028.0,2.26452013722629,2915.0,696.0,2315.0,9,0.678,0,12630
Ростов-на-Дону,Tuesday,347626.0,301.331912832807,366817.0,17067.0,29626.0,6,0.888,0,12631
Москва,Wednesday,1270632.0,987.640020270848,1174448.0,58787.0,85989.0,4,5.024,0,12632
Москва,Tuesday,20447.0,13.944737520954,17949.0,1908.0,3195.0,6,0.729,0,12633
Екатеринбург,Friday,1870429.0,1331.64402288445,,90800.0,,5,3.059,0,12634
Москва,Monday,10292.0,4.7879683562393,8737.0,1557.0,2269.0,6,0.875,0,12635
Екатеринбург,Wednesday,24945.0,12.8587850395217,16763.0,2020.0,5366.0,5,0.872,0,12636
Екатеринбург,Monday,507315.0,373.203251191653,733577.0,26071.0,75898.0,8,1.37,0,12637
Москва,Monday,399387.0,368.528941299059,,19652.0,,5,2.549,0,12638
Москва,Tuesday,87404.0,67.6324808274025,76353.0,5526.0,8741.0,12,0.84,0,12640
Хабаровск,Thursday,577081.0,387.871727446757,,30769.0,,8,5.764,0,12642
Хабаровск,Friday,,1892.44046137855,,,,4,19.352,0,12644
Москва,Wednesday,10652.0,7.54843277248452,10316.0,1515.0,2928.0,6,0.815,0,12645
Екатеринбург,Thursday,507169.0,374.039414132784,734021.0,26011.0,76244.0,4,2.328,0,12646
Москва,Friday,513663.0,461.903549490009,598314.0,21457.0,34734.0,6,2.837,0,12647
Екатеринбург,Tuesday,371092.0,332.837740239355,508968.0,17846.0,49264.0,5,2.12,0,12649
Москва,Friday,7535.0,5.3425648451231,8393.0,1003.0,2750.0,7,2.44,0,12650
Москва,Tuesday,23266.0,14.3809763374848,25531.0,2115.0,4353.0,19,1.24,0,12651
Нижний Новгород,Thursday,271729.0,221.38256459887,255612.0,14613.0,19539.0,5,6.94,0,12653
Ростов-на-Дону,Wednesday,189424.0,126.029747891911,,9906.0,,6,2.806,0,12655
Екатеринбург,Tuesday,493811.0,358.709363059851,746345.0,25788.0,79278.0,5,1.047,0,12656
Москва,Thursday,10308.0,6.76874651216344,8680.0,1556.0,2354.0,20,1.426,0,12657
Москва,Thursday,393071.0,351.174489032978,,16651.0,,11,4.165,0,12658
Самара,Tuesday,84961.0,59.869921691514,,4687.0,,5,0.796,0,12661
Нижний Новгород,Wednesday,326851.0,240.75436206672,583606.0,17476.0,51611.0,5,0.915,0,12664
Москва,Wednesday,36566.0,29.3526263347758,40936.0,3111.0,6006.0,6,1.69,0,12665
Нижний Новгород,Monday,330233.0,235.604602892852,,17627.0,,4,0.954,0,12668
Нижний Новгород,Tuesday,778496.0,575.908919664247,,37576.0,,6,2.76,0,12670
Хабаровск,Wednesday,2668560.0,1978.11869488859,2880014.0,118898.0,223871.0,4,5.072,0,12671
Нижний Новгород,Friday,16286.0,10.731204906172,16339.0,1792.0,4781.0,4,2.887,0,12672
Москва,Thursday,23172.0,13.1088864529299,20075.0,2020.0,4150.0,10,1.972,0,12674
Екатеринбург,Thursday,329371.0,303.365592398163,332601.0,17078.0,25907.0,5,1.427,0,12676
Нижний Новгород,Friday,632495.0,523.757141080299,,31197.0,,5,3.232,0,12677
Москва,Wednesday,323477.0,264.969908283521,365919.0,16991.0,38429.0,5,2.619,0,12678
Москва,Friday,45463.0,34.8665262525371,39473.0,4001.0,6576.0,5,0.663,0,12679
Нижний Новгород,Tuesday,295642.0,247.899102538567,,16047.0,,5,3.821,0,12680
Москва,Tuesday,27871.0,20.7663166802268,31778.0,2496.0,4647.0,8,0.835,0,12681
Новосибирск,Thursday,392398.0,325.687715334356,,18588.0,,3,3.829,0,12682
Новосибирск,Monday,360566.0,222.931636873896,,18466.0,,5,2.851,0,12683
Екатеринбург,Tuesday,31358.0,21.5863679625801,,2419.0,,5,0.768,0,12684
Екатеринбург,Thursday,1007697.0,837.219558420353,,47879.0,,5,9.213,0,12686
Новосибирск,Thursday,273271.0,204.948514583189,305720.0,13373.0,33742.0,4,1.663,0,12687
Самара,Wednesday,4806.0,3.45564407971852,6129.0,799.0,1894.0,6,0.837,0,12689
Хабаровск,Tuesday,757653.0,643.764499232351,848458.0,35472.0,57322.0,6,2.324,0,12691
Москва,Tuesday,58931.0,52.9110334455508,71036.0,3890.0,7585.0,6,1.092,0,12692
Екатеринбург,Monday,210308.0,189.428739494307,262998.0,10615.0,34550.0,5,0.842,0,12695
Москва,Friday,30340.0,19.5553443134781,25175.0,2312.0,5808.0,1,2.795,0,12696
Москва,Tuesday,18344.0,13.6092125982218,28530.0,2044.0,4325.0,11,0.773,0,12697
Екатеринбург,Thursday,4364.0,3.88093406389734,4869.0,957.0,2075.0,4,1.602,0,12698
Нижний Новгород,Tuesday,1655531.0,1108.90051224478,,85425.0,,7,6.137,0,12700
Екатеринбург,Wednesday,8357.0,5.5903649981927,10558.0,1095.0,3999.0,5,0.833,0,12701
Екатеринбург,Tuesday,366333.0,328.820153522882,,17293.0,,5,2.032,0,12702
Новосибирск,Friday,265169.0,208.806542479292,322118.0,13621.0,25699.0,5,2.422,0,12703
Екатеринбург,Wednesday,2311.0,1.31404531844591,2509.0,611.0,2330.0,5,0.834,0,12704
Самара,Wednesday,12194.0,11.0167245337034,16248.0,1787.0,3707.0,5,0.946,0,12705
Санкт-Петербург,Thursday,26252.0,22.1255311990857,28281.0,2128.0,4037.0,5,1.961,0,12706
Москва,Friday,2669.0,1.41107958043394,2741.0,602.0,1162.0,7,2.849,0,12707
Ростов-на-Дону,Tuesday,907112.0,774.502232026396,,44918.0,,6,2.522,0,12708
Москва,Monday,8915.0,6.21037185464995,10213.0,1525.0,2267.0,15,0.868,0,12710
Санкт-Петербург,Monday,12728.0,9.64109061592292,12107.0,2033.0,2801.0,5,0.934,0,12711
Самара,Thursday,239413.0,173.032179349164,,13558.0,,6,4.118,0,12713
Ростов-на-Дону,Monday,250528.0,198.324526336897,266377.0,12102.0,19462.0,6,4.423,0,12714
Екатеринбург,Friday,200397.0,182.851250152305,265685.0,9669.0,35846.0,4,2.817,0,12715
